# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2018-09-11 13:26:00 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 03145483 Raccoon Creek near Granville OH
# -----------------------------------------------------------------------------------
#
# Data provided for site 03145483
#            TS   parameter     Description
#        110246       00065     Gage height, feet
#        110247       00060     Discharge, cubic feet per second
#        110248       00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output:
#        
#     A  Approved for publication -- Processing and review completed.
#     P  Provisional data subject to revision.
#     e  Value has been estimated.
# 
agency_cd	site_no	datetime	tz_cd	110246_00065	110246_00065_cd	110247_00060	110247_00060_cd	110248_00045	110248_00045_cd
USGS	03145483	2017-10-15 10:45	EDT			10.4	A		
USGS	03145483	2017-10-15 11:00	EDT			9.83	A		
USGS	03145483	2017-10-15 11:15	EDT			10.4	A		
USGS	03145483	2017-10-15 11:30	EDT			9.83	A		
USGS	03145483	2017-10-15 11:45	EDT			9.83	A		
USGS	03145483	2017-10-15 12:00	EDT			9.83	A		
USGS	03145483	2017-10-15 12:15	EDT			10.4	A		
USGS	03145483	2017-10-15 12:30	EDT			9.83	A		
USGS	03145483	2017-10-15 12:45	EDT			9.83	A		
USGS	03145483	2017-10-15 13:00	EDT			9.83	A		
USGS	03145483	2017-10-15 13:15	EDT			9.83	A		
USGS	03145483	2017-10-15 13:30	EDT			9.83	A		
USGS	03145483	2017-10-15 13:45	EDT			9.83	A		
USGS	03145483	2017-10-15 14:00	EDT			10.4	A		
USGS	03145483	2017-10-15 14:15	EDT			9.83	A		
USGS	03145483	2017-10-15 14:30	EDT			10.4	A		
USGS	03145483	2017-10-15 14:45	EDT			9.83	A		
USGS	03145483	2017-10-15 15:00	EDT			9.83	A		
USGS	03145483	2017-10-15 15:15	EDT			9.83	A		
USGS	03145483	2017-10-15 15:30	EDT			9.83	A		
USGS	03145483	2017-10-15 15:45	EDT			9.83	A		
USGS	03145483	2017-10-15 16:00	EDT			9.83	A		
USGS	03145483	2017-10-15 16:15	EDT			10.4	A		
USGS	03145483	2017-10-15 16:30	EDT			9.83	A		
USGS	03145483	2017-10-15 16:45	EDT			10.4	A		
USGS	03145483	2017-10-15 17:00	EDT			9.83	A		
USGS	03145483	2017-10-15 17:15	EDT			9.83	A		
USGS	03145483	2017-10-15 17:30	EDT			9.83	A		
USGS	03145483	2017-10-15 17:45	EDT			9.83	A		
USGS	03145483	2017-10-15 18:00	EDT			9.83	A		
USGS	03145483	2017-10-15 18:15	EDT			9.83	A		
USGS	03145483	2017-10-15 18:30	EDT			9.83	A		
USGS	03145483	2017-10-15 18:45	EDT			9.83	A		
USGS	03145483	2017-10-15 19:00	EDT			9.83	A		
USGS	03145483	2017-10-15 19:15	EDT			9.83	A		
USGS	03145483	2017-10-15 19:30	EDT			9.83	A		
USGS	03145483	2017-10-15 19:45	EDT			9.83	A		
USGS	03145483	2017-10-15 20:00	EDT			9.83	A		
USGS	03145483	2017-10-15 20:15	EDT			9.83	A		
USGS	03145483	2017-10-15 20:30	EDT			9.83	A		
USGS	03145483	2017-10-15 20:45	EDT			9.83	A		
USGS	03145483	2017-10-15 21:00	EDT			9.83	A		
USGS	03145483	2017-10-15 21:15	EDT			9.83	A		
USGS	03145483	2017-10-15 21:30	EDT			9.83	A		
USGS	03145483	2017-10-15 21:45	EDT			9.83	A		
USGS	03145483	2017-10-15 22:00	EDT			9.83	A		
USGS	03145483	2017-10-15 22:15	EDT			9.83	A		
USGS	03145483	2017-10-15 22:30	EDT			9.83	A		
USGS	03145483	2017-10-15 22:45	EDT			9.83	A		
USGS	03145483	2017-10-15 23:00	EDT			9.83	A		
USGS	03145483	2017-10-15 23:15	EDT			9.83	A		
USGS	03145483	2017-10-15 23:30	EDT			9.24	A		
USGS	03145483	2017-10-15 23:45	EDT			9.83	A		
USGS	03145483	2017-10-16 00:00	EDT			9.24	A		
USGS	03145483	2017-10-16 00:15	EDT			9.24	A		
USGS	03145483	2017-10-16 00:30	EDT			9.24	A		
USGS	03145483	2017-10-16 00:45	EDT			9.24	A		
USGS	03145483	2017-10-16 01:00	EDT			9.24	A		
USGS	03145483	2017-10-16 01:15	EDT			9.24	A		
USGS	03145483	2017-10-16 01:30	EDT			9.24	A		
USGS	03145483	2017-10-16 01:45	EDT			9.24	A		
USGS	03145483	2017-10-16 02:00	EDT			9.24	A		
USGS	03145483	2017-10-16 02:15	EDT			8.68	A		
USGS	03145483	2017-10-16 02:30	EDT			8.68	A		
USGS	03145483	2017-10-16 02:45	EDT			8.68	A		
USGS	03145483	2017-10-16 03:00	EDT			8.68	A		
USGS	03145483	2017-10-16 03:15	EDT			8.68	A		
USGS	03145483	2017-10-16 03:30	EDT			8.68	A		
USGS	03145483	2017-10-16 03:45	EDT			8.68	A		
USGS	03145483	2017-10-16 04:00	EDT			8.68	A		
USGS	03145483	2017-10-16 04:15	EDT			8.68	A		
USGS	03145483	2017-10-16 04:30	EDT			8.68	A		
USGS	03145483	2017-10-16 04:45	EDT			8.68	A		
USGS	03145483	2017-10-16 05:00	EDT			8.68	A		
USGS	03145483	2017-10-16 05:15	EDT			8.68	A		
USGS	03145483	2017-10-16 05:30	EDT			8.68	A		
USGS	03145483	2017-10-16 05:45	EDT			8.68	A		
USGS	03145483	2017-10-16 06:00	EDT			8.68	A		
USGS	03145483	2017-10-16 06:15	EDT			8.68	A		
USGS	03145483	2017-10-16 06:30	EDT			8.68	A		
USGS	03145483	2017-10-16 06:45	EDT			8.68	A		
USGS	03145483	2017-10-16 07:00	EDT			8.68	A		
USGS	03145483	2017-10-16 07:15	EDT			8.68	A		
USGS	03145483	2017-10-16 07:30	EDT			8.68	A		
USGS	03145483	2017-10-16 07:45	EDT			8.68	A		
USGS	03145483	2017-10-16 08:00	EDT			8.68	A		
USGS	03145483	2017-10-16 08:15	EDT			9.24	A		
USGS	03145483	2017-10-16 08:30	EDT			9.24	A		
USGS	03145483	2017-10-16 08:45	EDT			9.24	A		
USGS	03145483	2017-10-16 09:00	EDT			9.24	A		
USGS	03145483	2017-10-16 09:15	EDT			8.68	A		
USGS	03145483	2017-10-16 09:30	EDT			9.24	A		
USGS	03145483	2017-10-16 09:45	EDT			9.24	A		
USGS	03145483	2017-10-16 10:00	EDT			9.24	A		
USGS	03145483	2017-10-16 10:15	EDT			8.68	A		
USGS	03145483	2017-10-16 10:30	EDT			8.68	A		
USGS	03145483	2017-10-16 10:45	EDT			9.24	A		
USGS	03145483	2017-10-16 11:00	EDT			8.68	A		
USGS	03145483	2017-10-16 11:15	EDT			8.68	A		
USGS	03145483	2017-10-16 11:30	EDT			8.68	A		
USGS	03145483	2017-10-16 11:45	EDT			8.68	A		
USGS	03145483	2017-10-16 12:00	EDT			8.68	A		
USGS	03145483	2017-10-16 12:15	EDT			8.68	A		
USGS	03145483	2017-10-16 12:30	EDT			8.68	A		
USGS	03145483	2017-10-16 12:45	EDT			8.68	A		
USGS	03145483	2017-10-16 13:00	EDT			8.68	A		
USGS	03145483	2017-10-16 13:15	EDT			8.68	A		
USGS	03145483	2017-10-16 13:30	EDT			8.68	A		
USGS	03145483	2017-10-16 13:45	EDT			8.68	A		
USGS	03145483	2017-10-16 14:00	EDT			8.68	A		
USGS	03145483	2017-10-16 14:15	EDT			8.68	A		
USGS	03145483	2017-10-16 14:30	EDT			8.68	A		
USGS	03145483	2017-10-16 14:45	EDT			8.68	A		
USGS	03145483	2017-10-16 15:00	EDT			8.68	A		
USGS	03145483	2017-10-16 15:15	EDT			8.68	A		
USGS	03145483	2017-10-16 15:30	EDT			8.68	A		
USGS	03145483	2017-10-16 15:45	EDT			8.68	A		
USGS	03145483	2017-10-16 16:00	EDT			8.68	A		
USGS	03145483	2017-10-16 16:15	EDT			8.68	A		
USGS	03145483	2017-10-16 16:30	EDT			8.68	A		
USGS	03145483	2017-10-16 16:45	EDT			8.68	A		
USGS	03145483	2017-10-16 17:00	EDT			8.68	A		
USGS	03145483	2017-10-16 17:15	EDT			8.68	A		
USGS	03145483	2017-10-16 17:30	EDT			8.68	A		
USGS	03145483	2017-10-16 17:45	EDT			8.68	A		
USGS	03145483	2017-10-16 18:00	EDT			8.68	A		
USGS	03145483	2017-10-16 18:15	EDT			8.68	A		
USGS	03145483	2017-10-16 18:30	EDT			8.68	A		
USGS	03145483	2017-10-16 18:45	EDT			8.68	A		
USGS	03145483	2017-10-16 19:00	EDT			8.68	A		
USGS	03145483	2017-10-16 19:15	EDT			8.68	A		
USGS	03145483	2017-10-16 19:30	EDT			8.68	A		
USGS	03145483	2017-10-16 19:45	EDT			8.68	A		
USGS	03145483	2017-10-16 20:00	EDT			8.68	A		
USGS	03145483	2017-10-16 20:15	EDT			8.68	A		
USGS	03145483	2017-10-16 20:30	EDT			8.68	A		
USGS	03145483	2017-10-16 20:45	EDT			8.68	A		
USGS	03145483	2017-10-16 21:00	EDT			8.68	A		
USGS	03145483	2017-10-16 21:15	EDT			8.68	A		
USGS	03145483	2017-10-16 21:30	EDT			8.68	A		
USGS	03145483	2017-10-16 21:45	EDT			8.68	A		
USGS	03145483	2017-10-16 22:00	EDT			8.68	A		
USGS	03145483	2017-10-16 22:15	EDT			8.68	A		
USGS	03145483	2017-10-16 22:30	EDT			8.68	A		
USGS	03145483	2017-10-16 22:45	EDT			8.68	A		
USGS	03145483	2017-10-16 23:00	EDT			8.68	A		
USGS	03145483	2017-10-16 23:15	EDT			8.68	A		
USGS	03145483	2017-10-16 23:30	EDT			8.68	A		
USGS	03145483	2017-10-16 23:45	EDT			8.68	A		
USGS	03145483	2017-10-17 00:00	EDT			8.68	A		
USGS	03145483	2017-10-17 00:15	EDT			8.68	A		
USGS	03145483	2017-10-17 00:30	EDT			8.68	A		
USGS	03145483	2017-10-17 00:45	EDT			8.68	A		
USGS	03145483	2017-10-17 01:00	EDT			8.68	A		
USGS	03145483	2017-10-17 01:15	EDT			8.68	A		
USGS	03145483	2017-10-17 01:30	EDT			8.68	A		
USGS	03145483	2017-10-17 01:45	EDT			8.68	A		
USGS	03145483	2017-10-17 02:00	EDT			8.68	A		
USGS	03145483	2017-10-17 02:15	EDT			8.68	A		
USGS	03145483	2017-10-17 02:30	EDT			8.68	A		
USGS	03145483	2017-10-17 02:45	EDT			8.68	A		
USGS	03145483	2017-10-17 03:00	EDT			8.68	A		
USGS	03145483	2017-10-17 03:15	EDT			8.68	A		
USGS	03145483	2017-10-17 03:30	EDT			8.68	A		
USGS	03145483	2017-10-17 03:45	EDT			8.68	A		
USGS	03145483	2017-10-17 04:00	EDT			8.68	A		
USGS	03145483	2017-10-17 04:15	EDT			8.68	A		
USGS	03145483	2017-10-17 04:30	EDT			8.68	A		
USGS	03145483	2017-10-17 04:45	EDT			8.68	A		
USGS	03145483	2017-10-17 05:00	EDT			8.68	A		
USGS	03145483	2017-10-17 05:15	EDT			8.68	A		
USGS	03145483	2017-10-17 05:30	EDT			8.68	A		
USGS	03145483	2017-10-17 05:45	EDT			8.68	A		
USGS	03145483	2017-10-17 06:00	EDT			8.68	A		
USGS	03145483	2017-10-17 06:15	EDT			8.68	A		
USGS	03145483	2017-10-17 06:30	EDT			8.68	A		
USGS	03145483	2017-10-17 06:45	EDT			8.68	A		
USGS	03145483	2017-10-17 07:00	EDT			8.68	A		
USGS	03145483	2017-10-17 07:15	EDT			8.68	A		
USGS	03145483	2017-10-17 07:30	EDT			8.68	A		
USGS	03145483	2017-10-17 07:45	EDT			8.68	A		
USGS	03145483	2017-10-17 08:00	EDT			8.68	A		
USGS	03145483	2017-10-17 08:15	EDT			8.68	A		
USGS	03145483	2017-10-17 08:30	EDT			8.68	A		
USGS	03145483	2017-10-17 08:45	EDT			8.68	A		
USGS	03145483	2017-10-17 09:00	EDT			8.68	A		
USGS	03145483	2017-10-17 09:15	EDT			8.68	A		
USGS	03145483	2017-10-17 09:30	EDT			8.68	A		
USGS	03145483	2017-10-17 09:45	EDT			8.68	A		
USGS	03145483	2017-10-17 10:00	EDT			8.68	A		
USGS	03145483	2017-10-17 10:15	EDT			8.68	A		
USGS	03145483	2017-10-17 10:30	EDT			8.68	A		
USGS	03145483	2017-10-17 10:45	EDT			8.68	A		
USGS	03145483	2017-10-17 11:00	EDT			8.68	A		
USGS	03145483	2017-10-17 11:15	EDT			8.68	A		
USGS	03145483	2017-10-17 11:30	EDT			8.68	A		
USGS	03145483	2017-10-17 11:45	EDT			8.68	A		
USGS	03145483	2017-10-17 12:00	EDT			8.68	A		
USGS	03145483	2017-10-17 12:15	EDT			8.68	A		
USGS	03145483	2017-10-17 12:30	EDT			8.68	A		
USGS	03145483	2017-10-17 12:45	EDT			8.68	A		
USGS	03145483	2017-10-17 13:00	EDT			8.68	A		
USGS	03145483	2017-10-17 13:15	EDT			8.68	A		
USGS	03145483	2017-10-17 13:30	EDT			8.68	A		
USGS	03145483	2017-10-17 13:45	EDT			8.68	A		
USGS	03145483	2017-10-17 14:00	EDT			8.68	A		
USGS	03145483	2017-10-17 14:15	EDT			8.68	A		
USGS	03145483	2017-10-17 14:30	EDT			8.68	A		
USGS	03145483	2017-10-17 14:45	EDT			8.68	A		
USGS	03145483	2017-10-17 15:00	EDT			8.68	A		
USGS	03145483	2017-10-17 15:15	EDT			8.68	A		
USGS	03145483	2017-10-17 15:30	EDT			8.68	A		
USGS	03145483	2017-10-17 15:45	EDT			8.68	A		
USGS	03145483	2017-10-17 16:00	EDT			8.68	A		
USGS	03145483	2017-10-17 16:15	EDT			8.14	A		
USGS	03145483	2017-10-17 16:30	EDT			8.14	A		
USGS	03145483	2017-10-17 16:45	EDT			8.14	A		
USGS	03145483	2017-10-17 17:00	EDT			8.14	A		
USGS	03145483	2017-10-17 17:15	EDT			8.14	A		
USGS	03145483	2017-10-17 17:30	EDT			8.14	A		
USGS	03145483	2017-10-17 17:45	EDT			8.14	A		
USGS	03145483	2017-10-17 18:00	EDT			8.14	A		
USGS	03145483	2017-10-17 18:15	EDT			8.14	A		
USGS	03145483	2017-10-17 18:30	EDT			8.14	A		
USGS	03145483	2017-10-17 18:45	EDT			8.14	A		
USGS	03145483	2017-10-17 19:00	EDT			8.14	A		
USGS	03145483	2017-10-17 19:15	EDT			8.14	A		
USGS	03145483	2017-10-17 19:30	EDT			8.14	A		
USGS	03145483	2017-10-17 19:45	EDT			7.62	A		
USGS	03145483	2017-10-17 20:00	EDT			7.62	A		
USGS	03145483	2017-10-17 20:15	EDT			7.62	A		
USGS	03145483	2017-10-17 20:30	EDT			7.62	A		
USGS	03145483	2017-10-17 20:45	EDT			7.62	A		
USGS	03145483	2017-10-17 21:00	EDT			7.62	A		
USGS	03145483	2017-10-17 21:15	EDT			7.62	A		
USGS	03145483	2017-10-17 21:30	EDT			7.62	A		
USGS	03145483	2017-10-17 21:45	EDT			7.62	A		
USGS	03145483	2017-10-17 22:00	EDT			7.62	A		
USGS	03145483	2017-10-17 22:15	EDT			7.62	A		
USGS	03145483	2017-10-17 22:30	EDT			7.62	A		
USGS	03145483	2017-10-17 22:45	EDT			7.62	A		
USGS	03145483	2017-10-17 23:00	EDT			7.62	A		
USGS	03145483	2017-10-17 23:15	EDT			7.62	A		
USGS	03145483	2017-10-17 23:30	EDT			7.62	A		
USGS	03145483	2017-10-17 23:45	EDT			7.62	A		
USGS	03145483	2017-10-18 00:00	EDT			7.62	A		
USGS	03145483	2017-10-18 00:15	EDT			7.62	A		
USGS	03145483	2017-10-18 00:30	EDT			7.22	A		
USGS	03145483	2017-10-18 00:45	EDT			7.22	A		
USGS	03145483	2017-10-18 01:00	EDT			7.22	A		
USGS	03145483	2017-10-18 01:15	EDT			7.22	A		
USGS	03145483	2017-10-18 01:30	EDT			7.22	A		
USGS	03145483	2017-10-18 01:45	EDT			7.22	A		
USGS	03145483	2017-10-18 02:00	EDT			7.22	A		
USGS	03145483	2017-10-18 02:15	EDT			7.22	A		
USGS	03145483	2017-10-18 02:30	EDT			7.22	A		
USGS	03145483	2017-10-18 02:45	EDT			7.22	A		
USGS	03145483	2017-10-18 03:00	EDT			7.22	A		
USGS	03145483	2017-10-18 03:15	EDT			7.22	A		
USGS	03145483	2017-10-18 03:30	EDT			7.22	A		
USGS	03145483	2017-10-18 03:45	EDT			7.22	A		
USGS	03145483	2017-10-18 04:00	EDT			7.22	A		
USGS	03145483	2017-10-18 04:15	EDT			6.83	A		
USGS	03145483	2017-10-18 04:30	EDT			7.22	A		
USGS	03145483	2017-10-18 04:45	EDT			6.83	A		
USGS	03145483	2017-10-18 05:00	EDT			7.22	A		
USGS	03145483	2017-10-18 05:15	EDT			6.83	A		
USGS	03145483	2017-10-18 05:30	EDT			7.22	A		
USGS	03145483	2017-10-18 05:45	EDT			6.83	A		
USGS	03145483	2017-10-18 06:00	EDT			7.22	A		
USGS	03145483	2017-10-18 06:15	EDT			6.83	A		
USGS	03145483	2017-10-18 06:30	EDT			6.83	A		
USGS	03145483	2017-10-18 06:45	EDT			6.83	A		
USGS	03145483	2017-10-18 07:00	EDT			6.83	A		
USGS	03145483	2017-10-18 07:15	EDT			6.83	A		
USGS	03145483	2017-10-18 07:30	EDT			6.83	A		
USGS	03145483	2017-10-18 07:45	EDT			6.83	A		
USGS	03145483	2017-10-18 08:00	EDT			6.83	A		
USGS	03145483	2017-10-18 08:15	EDT			6.83	A		
USGS	03145483	2017-10-18 08:30	EDT			6.83	A		
USGS	03145483	2017-10-18 08:45	EDT			6.83	A		
USGS	03145483	2017-10-18 09:00	EDT			6.83	A		
USGS	03145483	2017-10-18 09:15	EDT			6.83	A		
USGS	03145483	2017-10-18 09:30	EDT			6.83	A		
USGS	03145483	2017-10-18 09:45	EDT			6.83	A		
USGS	03145483	2017-10-18 10:00	EDT			6.83	A		
USGS	03145483	2017-10-18 10:15	EDT			6.46	A		
USGS	03145483	2017-10-18 10:30	EDT			6.83	A		
USGS	03145483	2017-10-18 10:45	EDT			6.46	A		
USGS	03145483	2017-10-18 11:00	EDT			6.46	A		
USGS	03145483	2017-10-18 11:15	EDT			6.46	A		
USGS	03145483	2017-10-18 11:30	EDT			6.46	A		
USGS	03145483	2017-10-18 11:45	EDT			6.46	A		
USGS	03145483	2017-10-18 12:00	EDT			6.46	A		
USGS	03145483	2017-10-18 12:15	EDT			6.46	A		
USGS	03145483	2017-10-18 12:30	EDT			6.46	A		
USGS	03145483	2017-10-18 12:45	EDT			6.46	A		
USGS	03145483	2017-10-18 13:00	EDT			6.46	A		
USGS	03145483	2017-10-18 13:15	EDT			6.46	A		
USGS	03145483	2017-10-18 13:30	EDT			6.46	A		
USGS	03145483	2017-10-18 13:45	EDT			6.46	A		
USGS	03145483	2017-10-18 14:00	EDT			6.46	A		
USGS	03145483	2017-10-18 14:15	EDT			6.46	A		
USGS	03145483	2017-10-18 14:30	EDT			6.46	A		
USGS	03145483	2017-10-18 14:45	EDT			6.46	A		
USGS	03145483	2017-10-18 15:00	EDT			6.46	A		
USGS	03145483	2017-10-18 15:15	EDT			6.46	A		
USGS	03145483	2017-10-18 15:30	EDT			6.46	A		
USGS	03145483	2017-10-18 15:45	EDT			6.46	A		
USGS	03145483	2017-10-18 16:00	EDT			6.46	A		
USGS	03145483	2017-10-18 16:15	EDT			6.46	A		
USGS	03145483	2017-10-18 16:30	EDT			6.46	A		
USGS	03145483	2017-10-18 16:45	EDT			6.46	A		
USGS	03145483	2017-10-18 17:00	EDT			6.46	A		
USGS	03145483	2017-10-18 17:15	EDT			6.46	A		
USGS	03145483	2017-10-18 17:30	EDT			6.46	A		
USGS	03145483	2017-10-18 17:45	EDT			6.46	A		
USGS	03145483	2017-10-18 18:00	EDT			6.46	A		
USGS	03145483	2017-10-18 18:15	EDT			6.46	A		
USGS	03145483	2017-10-18 18:30	EDT			6.83	A		
USGS	03145483	2017-10-18 18:45	EDT			6.83	A		
USGS	03145483	2017-10-18 19:00	EDT			6.83	A		
USGS	03145483	2017-10-18 19:15	EDT			6.83	A		
USGS	03145483	2017-10-18 19:30	EDT			6.83	A		
USGS	03145483	2017-10-18 19:45	EDT			6.83	A		
USGS	03145483	2017-10-18 20:00	EDT			6.83	A		
USGS	03145483	2017-10-18 20:15	EDT			6.83	A		
USGS	03145483	2017-10-18 20:30	EDT			6.83	A		
USGS	03145483	2017-10-18 20:45	EDT			7.22	A		
USGS	03145483	2017-10-18 21:00	EDT			7.22	A		
USGS	03145483	2017-10-18 21:15	EDT			7.22	A		
USGS	03145483	2017-10-18 21:30	EDT			7.22	A		
USGS	03145483	2017-10-18 21:45	EDT			7.22	A		
USGS	03145483	2017-10-18 22:00	EDT			7.22	A		
USGS	03145483	2017-10-18 22:15	EDT			7.22	A		
USGS	03145483	2017-10-18 22:30	EDT			7.22	A		
USGS	03145483	2017-10-18 22:45	EDT			7.62	A		
USGS	03145483	2017-10-18 23:00	EDT			7.62	A		
USGS	03145483	2017-10-18 23:15	EDT			7.62	A		
USGS	03145483	2017-10-18 23:30	EDT			7.62	A		
USGS	03145483	2017-10-18 23:45	EDT			7.62	A		
USGS	03145483	2017-10-19 00:00	EDT			7.62	A		
USGS	03145483	2017-10-19 00:15	EDT			7.62	A		
USGS	03145483	2017-10-19 00:30	EDT			8.14	A		
USGS	03145483	2017-10-19 00:45	EDT			8.14	A		
USGS	03145483	2017-10-19 01:00	EDT			8.14	A		
USGS	03145483	2017-10-19 01:15	EDT			8.14	A		
USGS	03145483	2017-10-19 01:30	EDT			8.14	A		
USGS	03145483	2017-10-19 01:45	EDT			8.14	A		
USGS	03145483	2017-10-19 02:00	EDT			8.14	A		
USGS	03145483	2017-10-19 02:15	EDT			8.14	A		
USGS	03145483	2017-10-19 02:30	EDT			8.14	A		
USGS	03145483	2017-10-19 02:45	EDT			8.14	A		
USGS	03145483	2017-10-19 03:00	EDT			8.14	A		
USGS	03145483	2017-10-19 03:15	EDT			8.14	A		
USGS	03145483	2017-10-19 03:30	EDT			8.14	A		
USGS	03145483	2017-10-19 03:45	EDT			8.14	A		
USGS	03145483	2017-10-19 04:00	EDT			8.14	A		
USGS	03145483	2017-10-19 04:15	EDT			8.14	A		
USGS	03145483	2017-10-19 04:30	EDT			8.14	A		
USGS	03145483	2017-10-19 04:45	EDT			8.14	A		
USGS	03145483	2017-10-19 05:00	EDT			8.14	A		
USGS	03145483	2017-10-19 05:15	EDT			8.14	A		
USGS	03145483	2017-10-19 05:30	EDT			8.14	A		
USGS	03145483	2017-10-19 05:45	EDT			8.14	A		
USGS	03145483	2017-10-19 06:00	EDT			8.14	A		
USGS	03145483	2017-10-19 06:15	EDT			8.14	A		
USGS	03145483	2017-10-19 06:30	EDT			8.14	A		
USGS	03145483	2017-10-19 06:45	EDT			8.14	A		
USGS	03145483	2017-10-19 07:00	EDT			8.14	A		
USGS	03145483	2017-10-19 07:15	EDT			8.68	A		
USGS	03145483	2017-10-19 07:30	EDT			8.14	A		
USGS	03145483	2017-10-19 07:45	EDT			8.68	A		
USGS	03145483	2017-10-19 08:00	EDT			8.14	A		
USGS	03145483	2017-10-19 08:15	EDT			8.14	A		
USGS	03145483	2017-10-19 08:30	EDT			8.14	A		
USGS	03145483	2017-10-19 08:45	EDT			8.14	A		
USGS	03145483	2017-10-19 09:00	EDT			8.14	A		
USGS	03145483	2017-10-19 09:15	EDT			8.14	A		
USGS	03145483	2017-10-19 09:30	EDT			8.14	A		
USGS	03145483	2017-10-19 09:45	EDT			8.14	A		
USGS	03145483	2017-10-19 10:00	EDT			8.14	A		
USGS	03145483	2017-10-19 10:15	EDT			8.14	A		
USGS	03145483	2017-10-19 10:30	EDT			8.14	A		
USGS	03145483	2017-10-19 10:45	EDT			8.14	A		
USGS	03145483	2017-10-19 11:00	EDT			8.14	A		
USGS	03145483	2017-10-19 11:15	EDT			8.14	A		
USGS	03145483	2017-10-19 11:30	EDT			8.14	A		
USGS	03145483	2017-10-19 11:45	EDT			8.14	A		
USGS	03145483	2017-10-19 12:00	EDT			8.14	A		
USGS	03145483	2017-10-19 12:15	EDT			8.14	A		
USGS	03145483	2017-10-19 12:30	EDT			8.14	A		
USGS	03145483	2017-10-19 12:45	EDT			8.14	A		
USGS	03145483	2017-10-19 13:00	EDT			8.14	A		
USGS	03145483	2017-10-19 13:15	EDT			8.14	A		
USGS	03145483	2017-10-19 13:30	EDT			8.14	A		
USGS	03145483	2017-10-19 13:45	EDT			8.14	A		
USGS	03145483	2017-10-19 14:00	EDT			8.14	A		
USGS	03145483	2017-10-19 14:15	EDT			8.14	A		
USGS	03145483	2017-10-19 14:30	EDT			8.14	A		
USGS	03145483	2017-10-19 14:45	EDT			8.14	A		
USGS	03145483	2017-10-19 15:00	EDT			8.14	A		
USGS	03145483	2017-10-19 15:15	EDT			8.14	A		
USGS	03145483	2017-10-19 15:30	EDT			8.14	A		
USGS	03145483	2017-10-19 15:45	EDT			8.14	A		
USGS	03145483	2017-10-19 16:00	EDT			8.14	A		
USGS	03145483	2017-10-19 16:15	EDT			8.14	A		
USGS	03145483	2017-10-19 16:30	EDT			8.14	A		
USGS	03145483	2017-10-19 16:45	EDT			8.14	A		
USGS	03145483	2017-10-19 17:00	EDT			8.14	A		
USGS	03145483	2017-10-19 17:15	EDT			8.14	A		
USGS	03145483	2017-10-19 17:30	EDT			8.14	A		
USGS	03145483	2017-10-19 17:45	EDT			8.14	A		
USGS	03145483	2017-10-19 18:00	EDT			8.14	A		
USGS	03145483	2017-10-19 18:15	EDT			8.14	A		
USGS	03145483	2017-10-19 18:30	EDT			8.14	A		
USGS	03145483	2017-10-19 18:45	EDT			8.14	A		
USGS	03145483	2017-10-19 19:00	EDT			8.14	A		
USGS	03145483	2017-10-19 19:15	EDT			8.14	A		
USGS	03145483	2017-10-19 19:30	EDT			8.14	A		
USGS	03145483	2017-10-19 19:45	EDT			8.14	A		
USGS	03145483	2017-10-19 20:00	EDT			8.14	A		
USGS	03145483	2017-10-19 20:15	EDT			8.14	A		
USGS	03145483	2017-10-19 20:30	EDT			8.14	A		
USGS	03145483	2017-10-19 20:45	EDT			8.14	A		
USGS	03145483	2017-10-19 21:00	EDT			8.14	A		
USGS	03145483	2017-10-19 21:15	EDT			8.14	A		
USGS	03145483	2017-10-19 21:30	EDT			8.14	A		
USGS	03145483	2017-10-19 21:45	EDT			8.14	A		
USGS	03145483	2017-10-19 22:00	EDT			8.14	A		
USGS	03145483	2017-10-19 22:15	EDT			8.14	A		
USGS	03145483	2017-10-19 22:30	EDT			8.14	A		
USGS	03145483	2017-10-19 22:45	EDT			8.14	A		
USGS	03145483	2017-10-19 23:00	EDT			8.14	A		
USGS	03145483	2017-10-19 23:15	EDT			8.14	A		
USGS	03145483	2017-10-19 23:30	EDT			8.14	A		
USGS	03145483	2017-10-19 23:45	EDT			7.62	A		
USGS	03145483	2017-10-20 00:00	EDT			8.14	A		
USGS	03145483	2017-10-20 00:15	EDT			8.14	A		
USGS	03145483	2017-10-20 00:30	EDT			8.14	A		
USGS	03145483	2017-10-20 00:45	EDT			8.14	A		
USGS	03145483	2017-10-20 01:00	EDT			8.14	A		
USGS	03145483	2017-10-20 01:15	EDT			8.14	A		
USGS	03145483	2017-10-20 01:30	EDT			8.14	A		
USGS	03145483	2017-10-20 01:45	EDT			8.14	A		
USGS	03145483	2017-10-20 02:00	EDT			8.14	A		
USGS	03145483	2017-10-20 02:15	EDT			8.14	A		
